"","x"
"13032",0.4865
"13033",0.4765
"13034",0.478
"13035",0.4825
"13036",0.4775
"13037",0.475
"13038",0.4735
"13039",0.478
"13040",0.4395
"13041",0.488
"13042",0.5545
"13043",0.5705
"13044",0.573
"13045",0.5555
"13046",0.5105
"13047",0.538
"13048",0.5495
"13049",0.54
"13050",0.551
"13051",0.572
"13052",0.552
"13053",0.3735
"13054",0.4205
"13055",0.424
"13056",0.4355
"13057",0.395
"13058",0.3425
"13059",0.3425
"13060",0.7155
"13061",0.4315
"13062",0.601
"13063",0.6625
"13064",0.6625
"13065",0.661
"13066",0.666
"13067",0.667
"13068",0.6625
"13069",0.6635
"13070",0.7035
"13071",0.7045
"13072",0.7035
"13073",0.7035
"13074",0.7045
"13075",0.7035
"13076",0.7025
"13077",0.7035
"13078",0.704
"13079",0.704
"13080",0.704
"13081",0.705
"13082",0.704
"13083",0.7055
"13084",0.7015
"13085",0.7
"13086",0.7005
"13087",0.7005
"13088",0.701
"13089",0.699
"13090",0.6995
"13091",0.7005
"13092",0.699
"13093",0.694
"13094",0.694
"13095",0.6945
"13096",0.693
"13097",0.693
"13098",0.6885
"13099",0.6865
"13100",0.685
"13101",0.6825
"13102",0.682
"13103",0.681
"13104",0.68
"13105",0.6795
"13106",0.68
"13107",0.6795
"13108",0.6785
"13109",0.68
"13110",0.6775
"13111",0.676
"13112",0.676
"13113",0.599
"13114",0.596
"13115",0.5965
"13116",0.597
"13117",0.597
"13118",0.597
"13119",0.598
"13120",0.5975
"13121",0.602
"13122",0.5715
"13123",0.552
"13124",0.5465
"13125",0.548
"13126",0.6005
"13127",0.599
"13128",0.595
"13129",0.5925
"13130",0.5965
"13131",0.597
"13132",0.6075
"13133",0.6125
"13134",0.623
"13135",0.6205
"13136",0.618
"13137",0.6175
"13138",0.617
"13139",0.6175
"13140",0.615
"13141",0.6135
"13142",0.6135
"13143",0.635
"13144",0.6345
"13145",0.6335
"13146",0.6295
"13147",0.629
"13148",0.6285
"13149",0.623
"13150",0.617
"13151",0.6175
"13152",0.6155
"13153",0.607
"13154",0.607
"13155",0.606
"13156",0.6055
"13157",0.605
"13158",0.6045
"13159",0.605
"13160",0.5955
"13161",0.599
"13162",0.599
"13163",0.595
"13164",0.5955
"13165",0.6045
"13166",0.602
"13167",0.6025
"13168",0.609
"13169",0.609
"13170",0.609
"13171",0.6085
"13172",0.6085
"13173",0.616
"13174",0.615
"13175",0.615
"13176",0.623
"13177",0.622
"13178",0.615
"13179",0.611
"13180",0.6105
"13181",0.6105
"13182",0.69
"13183",0.689
"13184",0.6895
"13185",0.679
"13186",0.677
"13187",0.6765
"13188",0.6785
"13189",0.6785
"13190",0.6735
"13191",0.674
"13192",0.672
"13193",0.671
"13194",0.6715
"13195",0.6725
"13196",0.672
"13197",0.6735
"13198",0.678
"13199",0.6785
"13200",0.6735
"13201",0.6695
"13202",0.5845
"13203",0.5865
"13204",0.589
"13205",0.585
"13206",0.691
"13207",0.697
"13208",0.698
"13209",0.698
"13210",0.699
"13211",0.6995
"13212",0.701
"13213",0.6995
"13214",0.7015
"13215",0.7285
"13216",0.738
"13217",0.3845
"13218",0.4795
"13219",0.4215
"13220",0.3335
"13221",0.3325
"13222",0.3925
"13223",0.441
"13224",0.441
"13225",0.4225
"13226",0.411
"13227",0.378
"13228",0.3775
"13229",0.598
"13230",0.614
"13231",0.615
"13232",0.636
"13233",0.642
"13234",0.667
"13235",0.714
"13236",0.705
"13237",0.7055
"13238",0.6535
"13239",0.629
"13240",0.6365
"13241",0.636
"13242",0.631
"13243",0.5845
"13244",0.593
"13245",0.585
"13246",0.58
"13247",0.5815
"13248",0.5805
"13249",0.574
"13250",0.6145
"13251",0.616
"13252",0.7405
"13253",0.7505
"13254",0.765
"13255",0.7685
"13256",0.7705
"13257",0.763
"13258",0.7625
"13259",0.7625
"13260",0.768
"13261",0.765
"13262",0.7805
"13263",0.7785
"13264",0.449
"13265",0.412
"13266",0.3925
"13267",0.519
"13268",0.511
"13269",0.51
"13270",0.4905
"13271",0.464
"13272",0.4645
"13273",0.474
"13274",0.473
"13275",0.45
"13276",0.426
"13277",0.401
"13278",0.4365
"13279",0.6115
"13280",0.591
"13281",0.523
"13282",0.643
"13283",0.6935
"13284",0.526
"13285",0.4735
"13286",0.5355
"13287",0.536
"13288",0.682
"13289",0.5815
"13290",0.3195
"13291",0.359
"13292",0.317
"13293",0.3675
"13294",0.426
"13295",0.347
"13296",0.385
"13297",0.377
"13298",0.411
"13299",0.355
"13300",0.439
"13301",0.6265
"13302",0.478
"13303",0.48
"13304",0.487
"13305",0.44
"13306",0.4385
"13307",0.44
"13308",0.4185
"13309",0.3405
"13310",0.341
"13311",0.4175
"13312",0.4175
"13313",0.4125
"13314",0.4015
"13315",0.391
"13316",0.3855
"13317",0.437
"13318",0.4395
"13319",0.4415
"13320",0.437
"13321",0.393
"13322",0.391
"13323",0.36
"13324",0.371
"13325",0.3695
"13326",0.376
"13327",0.579
"13328",0.5865
"13329",0.6045
"13330",0.6085
"13331",0.5045
"13332",0.5805
"13333",0.5645
"13334",0.5795
"13335",0.581
"13336",0.63
"13337",0.6335
"13338",0.5895
"13339",0.579
"13340",0.582
"13341",0.583
"13342",0.585
"13343",0.583
"13344",0.583
"13345",0.584
"13346",0.5955
"13347",0.596
"13348",0.5945
"13349",0.615
"13350",0.62
"13351",0.5385
"13352",0.57
"13353",0.4685
"13354",0.3725
"13355",0.5915
"13356",0.603
"13357",0.6105
"13358",0.4305
"13359",0.372
"13360",0.5395
"13361",0.487
"13362",0.516
"13363",0.34
"13364",0.3465
"13365",0.348
"13366",0.3485
"13367",0.3475
"13368",0.386
"13369",0.388
"13370",0.3905
"13371",0.3765
"13372",0.3765
"13373",0.353
"13374",0.311
"13375",0.31
"13376",0.3355
"13377",0.3595
"13378",0.3555
"13379",0.3525
"13380",0.314
"13381",0.323
"13382",0.3275
"13383",0.3345
"13384",0.312
"13385",0.32
"13386",0.3255
"13387",0.3405
"13388",0.331
"13389",0.3335
"13390",0.346
"13391",0.3055
"13392",0.299
"13393",0.307
"13394",0.346
"13395",0.3465
"13396",0.309
"13397",0.368
"13398",0.284
"13399",0.285
"13400",0.364
"13401",0.3625
"13402",0.3625
"13403",0.338
"13404",0.3285
"13405",0.3315
"13406",0.2965
"13407",0.332
"13408",0.335
"13409",0.321
"13410",0.372
"13411",0.5085
"13412",0.3695
"13413",0.423
"13414",0.556
"13415",0.5095
"13416",0.5075
"13417",0.508
"13418",0.502
"13419",0.501
"13420",0.5005
"13421",0.545
"13422",0.5465
"13423",0.5365
"13424",0.5385
"13425",0.5415
"13426",0.548
"13427",0.5405
"13428",0.568
"13429",0.521
"13430",0.5185
"13431",0.508
"13432",0.369
"13433",0.3845
"13434",0.4255
"13435",0.416
"13436",0.3965
"13437",0.6265
"13438",0.6215
"13439",0.6005
"13440",0.561
"13441",0.551
"13442",0.542
"13443",0.5245
"13444",0.54
"13445",0.516
"13446",0.512
"13447",0.536
"13448",0.575
"13449",0.568
"13450",0.568
"13451",0.5365
"13452",0.5445
"13453",0.546
"13454",0.5455
"13455",0.5355
"13456",0.614
"13457",0.605
"13458",0.6065
"13459",0.5105
"13460",0.3935
"13461",0.42
"13462",0.5805
"13463",0.529
"13464",0.5345
"13465",0.518
"13466",0.5835
"13467",0.56
"13468",0.5845
"13469",0.6025
"13470",0.602
"13471",0.6055
"13472",0.629
"13473",0.6405
"13474",0.549
"13475",0.5295
"13476",0.5295
"13477",0.472
"13478",0.4905
"13479",0.548
"13480",0.5475
"13481",0.5415
"13482",0.542
"13483",0.545
"13484",0.505
"13485",0.5715
"13486",0.5705
"13487",0.529
"13488",0.6205
"13489",0.616
"13490",0.5835
"13491",0.487
"13492",0.499
"13493",0.6085
"13494",0.6035
"13495",0.5495
"13496",0.5785
"13497",0.54
"13498",0.539
"13499",0.54
"13500",0.531
"13501",0.5305
"13502",0.467
"13503",0.456
"13504",0.4425
"13505",0.434
"13506",0.421
"13507",0.362
"13508",0.3555
"13509",0.3545
"13510",0.3535
"13511",0.3025
"13512",0.3545
"13513",0.3545
"13514",0.382
"13515",0.4125
"13516",0.4155
"13517",0.409
"13518",0.568
"13519",0.4745
"13520",0.516
"13521",0.509
"13522",0.552
"13523",0.542
"13524",0.6265
"13525",0.627
"13526",0.6155
"13527",0.6
"13528",0.5995
"13529",0.5885
"13530",0.5875
"13531",0.5795
"13532",0.5765
"13533",0.574
"13534",0.4755
"13535",0.474
"13536",0.4735
"13537",0.4615
"13538",0.4715
"13539",0.389
"13540",0.393
"13541",0.4545
"13542",0.3935
"13543",0.4055
"13544",0.4035
"13545",0.406
"13546",0.4085
"13547",0.4155
"13548",0.416
"13549",0.352
"13550",0.3775
"13551",0.3785
"13552",0.389
"13553",0.3945
"13554",0.3845
"13555",0.3845
"13556",0.3855
"13557",0.385
"13558",0.362
"13559",0.365
"13560",0.3645
"13561",0.37
"13562",0.381
"13563",0.621
"13564",0.6265
"13565",0.6345
"13566",0.637
"13567",0.517
"13568",0.4735
"13569",0.4935
"13570",0.519
"13571",0.4925
"13572",0.4755
"13573",0.4575
"13574",0.3085
"13575",0.359
"13576",0.442
"13577",0.7115
"13578",0.7015
"13579",0.5565
"13580",0.4655
"13581",0.5065
"13582",0.5565
"13583",0.4065
"13584",0.407
"13585",0.406
"13586",0.4055
"13587",0.396
"13588",0.39
"13589",0.369
"13590",0.3685
"13591",0.377
"13592",0.378
"13593",0.376
"13594",0.3795
"13595",0.368
"13596",0.3325
"13597",0.334
"13598",0.335
"13599",0.3365
"13600",0.3375
"13601",0.337
"13602",0.337
"13603",0.3355
"13604",0.337
"13605",0.3355
"13606",0.337
"13607",0.3365
"13608",0.3375
"13609",0.338
"13610",0.338
"13611",0.337
"13612",0.3355
"13613",0.3355
"13614",0.3355
"13615",0.335
"13616",0.335
"13617",0.334
"13618",0.335
"13619",0.335
"13620",0.3345
"13621",0.3335
"13622",0.3315
"13623",0.3225
"13624",0.334
"13625",0.3355
"13626",0.3355
"13627",0.335
"13628",0.335
"13629",0.333
"13630",0.331
"13631",0.3395
"13632",0.3565
"13633",0.359
"13634",0.379
"13635",0.383
"13636",0.4125
"13637",0.413
"13638",0.4155
"13639",0.408
"13640",0.3965
"13641",0.3735
"13642",0.3705
"13643",0.3595
"13644",0.364
"13645",0.358
"13646",0.36
"13647",0.36
"13648",0.3715
"13649",0.414
"13650",0.411
"13651",0.3615
"13652",0.3345
"13653",0.334
"13654",0.401
"13655",0.4125
"13656",0.6535
"13657",0.3715
"13658",0.4695
"13659",0.4825
"13660",0.502
"13661",0.509
"13662",0.516
"13663",0.523
"13664",0.531
"13665",0.531
"13666",0.531
"13667",0.5335
"13668",0.536
"13669",0.5275
"13670",0.533
"13671",0.5335
"13672",0.533
"13673",0.541
"13674",0.546
"13675",0.5535
"13676",0.5505
"13677",0.5495
"13678",0.548
"13679",0.5465
"13680",0.543
"13681",0.543
"13682",0.538
"13683",0.539
"13684",0.521
"13685",0.524
"13686",0.5275
"13687",0.5275
"13688",0.5215
"13689",0.505
"13690",0.497
"13691",0.4905
"13692",0.4885
"13693",0.4885
"13694",0.4825
"13695",0.483
"13696",0.486
"13697",0.488
"13698",0.4905
"13699",0.4895
"13700",0.4885
"13701",0.379
"13702",0.382
"13703",0.3825
"13704",0.3825
"13705",0.385
"13706",0.389
"13707",0.3875
"13708",0.3845
"13709",0.385
"13710",0.3685
"13711",0.369
"13712",0.369
"13713",0.368
"13714",0.37
"13715",0.3815
"13716",0.386
"13717",0.339
"13718",0.335
"13719",0.338
"13720",0.3385
"13721",0.3355
"13722",0.3355
"13723",0.438
"13724",0.438
"13725",0.385
"13726",0.3335
"13727",0.3315
"13728",0.331
"13729",0.336
"13730",0.337
"13731",0.3385
"13732",0.3425
"13733",0.3415
"13734",0.3325
"13735",0.3325
"13736",0.3155
"13737",0.316
"13738",0.312
"13739",0.311
"13740",0.306
"13741",0.312
"13742",0.3165
"13743",0.3165
"13744",0.318
"13745",0.317
"13746",0.3295
"13747",0.3265
"13748",0.3205
"13749",0.3135
"13750",0.304
"13751",0.306
"13752",0.3075
"13753",0.31
"13754",0.3375
"13755",0.3375
"13756",0.342
"13757",0.343
"13758",0.342
"13759",0.3415
"13760",0.342
"13761",0.346
"13762",0.409
"13763",0.4055
"13764",0.433
"13765",0.4355
"13766",0.43
"13767",0.4305
"13768",0.4315
"13769",0.382
"13770",0.38
"13771",0.376
"13772",0.3705
"13773",0.3715
"13774",0.391
"13775",0.3885
"13776",0.3875
"13777",0.3945
"13778",0.3965
"13779",0.3975
"13780",0.3975
"13781",0.398
"13782",0.391
"13783",0.388
"13784",0.387
"13785",0.387
"13786",0.3865
"13787",0.3885
"13788",0.4225
"13789",0.4115
"13790",0.412
"13791",0.4115
"13792",0.4055
"13793",0.396
"13794",0.379
"13795",0.3785
"13796",0.472
"13797",0.4635
"13798",0.456
"13799",0.456
"13800",0.45
"13801",0.446
"13802",0.447
"13803",0.4575
"13804",0.4245
"13805",0.3645
"13806",0.358
"13807",0.357
"13808",0.339
"13809",0.3905
"13810",0.3925
"13811",0.4035
"13812",0.405
"13813",0.409
"13814",0.4785
"13815",0.483
"13816",0.4805
"13817",0.4745
"13818",0.4755
"13819",0.474
"13820",0.4715
"13821",0.464
"13822",0.466
"13823",0.4705
"13824",0.47
"13825",0.474
"13826",0.476
"13827",0.4915
"13828",0.493
"13829",0.492
"13830",0.495
"13831",0.4985
"13832",0.495
"13833",0.491
"13834",0.4925
"13835",0.4755
"13836",0.4755
"13837",0.4715
"13838",0.468
"13839",0.46
"13840",0.4545
"13841",0.453
"13842",0.379
"13843",0.378
"13844",0.3805
"13845",0.4265
"13846",0.426
"13847",0.417
"13848",0.4765
"13849",0.4775
"13850",0.478
"13851",0.482
"13852",0.476
"13853",0.4695
"13854",0.4665
"13855",0.4635
"13856",0.458
"13857",0.456
"13858",0.453
"13859",0.451
"13860",0.452
"13861",0.4405
"13862",0.434
"13863",0.456
"13864",0.4605
"13865",0.459
"13866",0.4535
"13867",0.4525
"13868",0.4475
"13869",0.3695
"13870",0.374
"13871",0.371
"13872",0.371
"13873",0.3605
"13874",0.359
"13875",0.3525
"13876",0.3645
"13877",0.3635
"13878",0.469
"13879",0.519
"13880",0.522
"13881",0.544
"13882",0.556
"13883",0.553
"13884",0.548
"13885",0.528
"13886",0.507
"13887",0.401
"13888",0.308
"13889",0.3055
"13890",0.327
"13891",0.622
"13892",0.336
"13893",0.3745
"13894",0.337
"13895",0.34
"13896",0.327
"13897",0.32
"13898",0.3215
"13899",0.318
"13900",0.3375
"13901",0.598
"13902",0.461
"13903",0.314
"13904",0.357
"13905",0.3575
"13906",0.342
"13907",0.312
"13908",0.3115
"13909",0.315
"13910",0.3255
"13911",0.3255
"13912",0.3265
"13913",0.3255
"13914",0.3545
"13915",0.488
"13916",0.356
"13917",0.4385
"13918",0.4385
"13919",0.4385
"13920",0.392
"13921",0.3835
"13922",0.3805
"13923",0.3805
"13924",0.375
"13925",0.3745
"13926",0.355
"13927",0.362
"13928",0.3665
"13929",0.37
"13930",0.4025
"13931",0.4075
"13932",0.395
"13933",0.394
"13934",0.393
"13935",0.39
"13936",0.391
"13937",0.3415
"13938",0.342
"13939",0.3095
"13940",0.3085
"13941",0.3685
"13942",0.3735
"13943",0.3825
"13944",0.3835
"13945",0.384
"13946",0.385
"13947",0.384
"13948",0.3495
"13949",0.347
"13950",0.3385
"13951",0.3155
"13952",0.3105
"13953",0.356
"13954",0.356
"13955",0.3485
"13956",0.385
"13957",0.3825
"13958",0.382
"13959",0.3425
"13960",0.65
"13961",0.445
"13962",0.3455
"13963",0.3465
"13964",0.34
"13965",0.539
"13966",0.56
"13967",0.565
"13968",0.5585
"13969",0.399
"13970",0.4025
"13971",0.394
"13972",0.3965
"13973",0.395
"13974",0.4485
"13975",0.4495
"13976",0.4495
"13977",0.4465
"13978",0.3915
"13979",0.39
"13980",0.389
"13981",0.4355
"13982",0.434
"13983",0.44
"13984",0.3635
"13985",0.3785
"13986",0.4035
"13987",0.412
"13988",0.4115
"13989",0.6035
"13990",0.378
"13991",0.373
"13992",0.4415
"13993",0.427
"13994",0.426
"13995",0.427
"13996",0.422
"13997",0.4135
"13998",0.3445
"13999",0.3835
"14000",0.3825
"14001",0.398
"14002",0.413
"14003",0.415
"14004",0.4085
"14005",0.338
"14006",0.3715
"14007",0.374
"14008",0.3575
"14009",0.421
"14010",0.422
"14011",0.375
"14012",0.3035
"14013",0.343
"14014",0.3475
"14015",0.366
"14016",0.325
"14017",0.326
"14018",0.3455
"14019",0.3675
"14020",0.3955
"14021",0.3985
"14022",0.4045
"14023",0.402
"14024",0.376
"14025",0.374
"14026",0.371
"14027",0.3145
"14028",0.295
"14029",0.2965
"14030",0.3465
"14031",0.363
"14032",0.333
"14033",0.407
"14034",0.404
"14035",0.3975
"14036",0.3405
"14037",0.3375
"14038",0.3355
"14039",0.3475
"14040",0.353
"14041",0.3525
"14042",0.3235
"14043",0.3225
"14044",0.315
"14045",0.3155
"14046",0.3195
"14047",0.318
"14048",0.495
"14049",0.3505
"14050",0.373
"14051",0.372
"14052",0.3735
"14053",0.289
"14054",0.501
"14055",0.333
"14056",0.324
"14057",0.329
"14058",0.3075
"14059",0.307
"14060",0.303
"14061",0.38
"14062",0.38
"14063",0.38
"14064",0.4165
"14065",0.403
"14066",0.324
"14067",0.3745
"14068",0.3455
"14069",0.35
"14070",0.3715
"14071",0.3735
"14072",0.3755
"14073",0.374
"14074",0.3735
"14075",0.3345
"14076",0.4735
"14077",0.322
"14078",0.433
"14079",0.3095
"14080",0.3105
"14081",0.4035
"14082",0.6955
"14083",0.3645
"14084",0.3325
"14085",0.4925
"14086",0.345
"14087",0.341
"14088",0.2705
"14089",0.3425
"14090",0.2835
"14091",0.284
"14092",0.3125
"14093",0.313
"14094",0.3035
"14095",0.31
"14096",0.3665
"14097",0.3185
"14098",0.346
"14099",0.3665
"14100",0.342
"14101",0.341
"14102",0.3425
"14103",0.389
"14104",0.3975
"14105",0.32
"14106",0.3725
"14107",0.37
"14108",0.3495
"14109",0.3055
"14110",0.3235
"14111",0.3055
"14112",0.358
"14113",0.417
"14114",0.3905
"14115",0.3825
"14116",0.3425
"14117",0.452
"14118",0.37
"14119",0.373
"14120",0.3525
"14121",0.3665
"14122",0.468
"14123",0.4685
"14124",0.4605
"14125",0.556
"14126",0.421
"14127",0.4295
"14128",0.4355
"14129",0.435
"14130",0.529
"14131",0.5255
"14132",0.5285
"14133",0.414
"14134",0.3785
"14135",0.6575
"14136",0.3765
"14137",0.4215
"14138",0.3555
"14139",0.554
"14140",0.5595
"14141",0.3355
"14142",0.339
"14143",0.42
"14144",0.3685
"14145",0.3165
"14146",0.363
"14147",0.352
"14148",0.43
"14149",0.389
"14150",0.431
"14151",0.3915
"14152",0.6595
"14153",0.3385
"14154",0.4615
"14155",0.4115
"14156",0.4035
"14157",0.4075
"14158",0.443
"14159",0.4345
"14160",0.44
"14161",0.4355
"14162",0.4225
"14163",0.401
"14164",0.454
"14165",0.478
"14166",0.476
"14167",0.471
"14168",0.4715
"14169",0.471
"14170",0.473
"14171",0.4765
"14172",0.473
"14173",0.471
"14174",0.416
"14175",0.444
"14176",0.448
"14177",0.4565
"14178",0.4635
"14179",0.453
"14180",0.4535
"14181",0.433
"14182",0.41
"14183",0.4265
"14184",0.428
"14185",0.4415
"14186",0.457
"14187",0.41
"14188",0.3215
"14189",0.369
"14190",0.4285
"14191",0.428
"14192",0.409
"14193",0.413
"14194",0.408
"14195",0.4055
"14196",0.4045
"14197",0.4035
"14198",0.3985
"14199",0.3975
"14200",0.393
"14201",0.384
"14202",0.3815
"14203",0.3815
"14204",0.3815
"14205",0.3955
"14206",0.3935
"14207",0.3885
"14208",0.387
"14209",0.3875
"14210",0.3895
"14211",0.3925
"14212",0.392
"14213",0.3925
"14214",0.392
"14215",0.483
"14216",0.4825
"14217",0.4835
"14218",0.481
"14219",0.483
"14220",0.4825
"14221",0.484
"14222",0.484
"14223",0.485
"14224",0.4145
"14225",0.4135
"14226",0.414
"14227",0.451
"14228",0.451
"14229",0.4505
"14230",0.4535
"14231",0.4535
"14232",0.454
"14233",0.4545
"14234",0.4545
"14235",0.4595
"14236",0.462
"14237",0.462
"14238",0.462
"14239",0.3595
"14240",0.3595
"14241",0.359
"14242",0.3605
"14243",0.36
"14244",0.3605
"14245",0.361
"14246",0.3625
"14247",0.3635
"14248",0.3655
"14249",0.3665
"14250",0.3695
"14251",0.368
"14252",0.369
"14253",0.3995
"14254",0.398
"14255",0.4
"14256",0.401
"14257",0.404
"14258",0.4015
"14259",0.4005
"14260",0.399
"14261",0.397
"14262",0.3945
"14263",0.3925
"14264",0.394
"14265",0.392
"14266",0.393
"14267",0.393
"14268",0.4085
"14269",0.4105
"14270",0.4095
"14271",0.4095
"14272",0.414
"14273",0.413
"14274",0.4145
"14275",0.4175
"14276",0.433
"14277",0.4295
"14278",0.428
"14279",0.424
"14280",0.4235
"14281",0.423
"14282",0.51
"14283",0.5105
"14284",0.512
"14285",0.5175
"14286",0.521
"14287",0.524
"14288",0.5225
"14289",0.522
"14290",0.523
"14291",0.522
"14292",0.522
"14293",0.5205
"14294",0.5165
"14295",0.5165
"14296",0.5165
"14297",0.5175
"14298",0.5175
"14299",0.517
"14300",0.518
"14301",0.5175
"14302",0.5185
"14303",0.52
"14304",0.525
"14305",0.525
"14306",0.522
"14307",0.5215
"14308",0.5205
"14309",0.521
"14310",0.521
"14311",0.52
"14312",0.5205
"14313",0.523
"14314",0.523
"14315",0.526
"14316",0.5265
"14317",0.527
"14318",0.527
"14319",0.5265
"14320",0.527
"14321",0.5265
"14322",0.527
"14323",0.521
"14324",0.52
"14325",0.5205
"14326",0.52
"14327",0.5195
"14328",0.5185
"14329",0.516
"14330",0.5135
"14331",0.514
"14332",0.5145
"14333",0.5135
"14334",0.5085
"14335",0.5085
"14336",0.5075
"14337",0.5075
"14338",0.5065
"14339",0.507
"14340",0.508
"14341",0.5095
"14342",0.507
"14343",0.5075
"14344",0.508
"14345",0.5075
"14346",0.5085
"14347",0.511
"14348",0.5115
"14349",0.509
"14350",0.5095
"14351",0.5135
"14352",0.514
"14353",0.514
"14354",0.514
"14355",0.516
"14356",0.5175
"14357",0.5155
"14358",0.516
"14359",0.5165
"14360",0.5165
"14361",0.516
"14362",0.5175
"14363",0.5145
"14364",0.5135
"14365",0.512
"14366",0.511
"14367",0.51
"14368",0.5105
"14369",0.511
"14370",0.51
"14371",0.5115
"14372",0.5215
"14373",0.522
"14374",0.5225
"14375",0.5245
"14376",0.5245
"14377",0.525
"14378",0.398
"14379",0.3945
"14380",0.429
"14381",0.384
"14382",0.3825
"14383",0.367
"14384",0.4335
"14385",0.4915
"14386",0.336
"14387",0.356
"14388",0.288
"14389",0.294
"14390",0.3775
"14391",0.4915
"14392",0.4725
"14393",0.475
"14394",0.4935
"14395",0.457
"14396",0.477
"14397",0.556
"14398",0.5725
"14399",0.435
"14400",0.5055
"14401",0.481
"14402",0.4755
"14403",0.4855
"14404",0.4415
"14405",0.437
"14406",0.4525
"14407",0.4505
"14408",0.482
"14409",0.607
"14410",0.507
"14411",0.5285
"14412",0.4485
"14413",0.509
"14414",0.5345
"14415",0.596
"14416",0.6505
"14417",0.6125
"14418",0.6395
"14419",0.6
"14420",0.604
"14421",0.617
"14422",0.6325
"14423",0.6345
"14424",0.619
"14425",0.6185
"14426",0.6305
"14427",0.6035
"14428",0.5665
"14429",0.597
"14430",0.613
"14431",0.62
"14432",0.616
"14433",0.625
"14434",0.5825
"14435",0.622
"14436",0.6735
"14437",0.672
"14438",0.673
"14439",0.6675
"14440",0.611
"14441",0.7535
"14442",0.7055
"14443",0.637
"14444",0.635
"14445",0.6305
"14446",0.639
"14447",0.6585
"14448",0.659
"14449",0.6475
"14450",0.657
"14451",0.652
"14452",0.7315
"14453",0.727
"14454",0.719
"14455",0.737
"14456",0.7295
"14457",0.7295
"14458",0.72
"14459",0.719
"14460",0.651
"14461",0.674
"14462",0.693
"14463",0.7055
"14464",0.7075
"14465",0.7075
"14466",0.6765
"14467",0.676
"14468",0.728
"14469",0.6535
"14470",0.705
"14471",0.6545
"14472",0.6485
"14473",0.669
"14474",0.655
"14475",0.6225
"14476",0.622
"14477",0.616
"14478",0.6535
"14479",0.637
"14480",0.643
"14481",0.6465
"14482",0.6735
"14483",0.708
"14484",0.713
"14485",0.7135
"14486",0.6915
"14487",0.692
"14488",0.6665
"14489",0.6665
"14490",0.6645
"14491",0.619
"14492",0.654
"14493",0.655
"14494",0.62
"14495",0.6245
"14496",0.645
"14497",0.645
"14498",0.631
"14499",0.639
"14500",0.6475
"14501",0.671
"14502",0.6725
"14503",0.66
"14504",0.66
"14505",0.6575
"14506",0.6565
"14507",0.6595
"14508",0.6665
"14509",0.665
"14510",0.666
"14511",0.6685
"14512",0.6715
"14513",0.662
"14514",0.673
"14515",0.676
"14516",0.6585
"14517",0.6565
"14518",0.657
"14519",0.6515
"14520",0.651
"14521",0.641
"14522",0.629
"14523",0.6305
"14524",0.6235
"14525",0.6205
"14526",0.6215
"14527",0.6295
"14528",0.745
"14529",0.7695
"14530",0.369
"14531",0.3695
"14532",0.4155
"14533",0.393
"14534",0.4335
"14535",0.4155
"14536",0.441
"14537",0.393
"14538",0.3905
"14539",0.358
"14540",0.4695
"14541",0.4015
"14542",0.4465
"14543",0.377
"14544",0.4355
"14545",0.406
"14546",0.4075
"14547",0.3885
"14548",0.5785
"14549",0.6475
"14550",0.655
"14551",0.6545
"14552",0.6655
"14553",0.665
"14554",0.674
"14555",0.6635
"14556",0.661
"14557",0.66
"14558",0.5985
"14559",0.5735
"14560",0.452
"14561",0.377
"14562",0.6075
"14563",0.6075
"14564",0.465
"14565",0.3295
"14566",0.505
"14567",0.413
"14568",0.401
"14569",0.415
"14570",0.483
"14571",0.4865
"14572",0.4635
"14573",0.483
"14574",0.4785
"14575",0.477
"14576",0.472
"14577",0.472
"14578",0.433
"14579",0.424
"14580",0.4105
"14581",0.408
"14582",0.4315
"14583",0.445
"14584",0.388
"14585",0.377
"14586",0.3735
"14587",0.42
"14588",0.4215
"14589",0.433
"14590",0.4645
"14591",0.4645
"14592",0.4625
"14593",0.4875
"14594",0.49
"14595",0.4805
"14596",0.4785
"14597",0.4115
"14598",0.6815
"14599",0.7005
"14600",0.426
"14601",0.361
"14602",0.32
"14603",0.323
"14604",0.3235
"14605",0.378
"14606",0.377
"14607",0.3705
"14608",0.34
"14609",0.356
"14610",0.364
"14611",0.3825
"14612",0.4305
"14613",0.4185
"14614",0.419
"14615",0.4765
"14616",0.353
"14617",0.336
"14618",0.415
"14619",0.4255
"14620",0.3625
"14621",0.393
"14622",0.3475
"14623",0.337
"14624",0.589
"14625",0.587
"14626",0.5875
"14627",0.586
"14628",0.585
"14629",0.583
"14630",0.583
"14631",0.583
"14632",0.5795
"14633",0.5785
"14634",0.5785
"14635",0.571
"14636",0.57
"14637",0.57
"14638",0.5675
"14639",0.5595
"14640",0.559
"14641",0.552
"14642",0.6075
"14643",0.616
"14644",0.618
"14645",0.618
"14646",0.6165
"14647",0.617
"14648",0.618
"14649",0.6275
"14650",0.378
"14651",0.4115
"14652",0.635
"14653",0.49
"14654",0.353
"14655",0.401
"14656",0.393
"14657",0.391
"14658",0.391
"14659",0.391
"14660",0.391
"14661",0.3915
"14662",0.4485
"14663",0.3655
"14664",0.4525
"14665",0.453
"14666",0.432
"14667",0.4165
"14668",0.409
"14669",0.5805
"14670",0.4065
"14671",0.4565
"14672",0.4765
"14673",0.4825
"14674",0.532
"14675",0.4485
"14676",0.4055
"14677",0.6565
"14678",0.6515
"14679",0.653
"14680",0.649
