"","x"
"V11056",403.5
"V11057",410
"V11058",435.5
"V11059",406.25
"V11060",389.25
"V11061",385.75
"V11062",402.5
"V11063",398.5
"V11064",420
"V11065",372.25
"V11066",444.75
"V11067",441.75
"V11068",417.25
"V11069",419
"V11070",407.75
"V11071",407.5
"V11072",410.75
"V11073",417.75
"V11074",420
"V11075",454
"V11076",423.5
"V11077",409
"V11078",423
"V11079",422.5
"V11080",431.5
"V11081",396.5
"V11082",388.75
"V11083",380.75
"V11084",382
"V11085",374.5
"V11086",376
"V11087",367.75
"V11088",437.25
"V11089",427.25
"V11090",399.25
"V11091",398.75
"V11092",376.75
"V11093",385.75
"V11094",395.5
"V11095",431.5
"V11096",429
"V11097",434.5
"V11098",393.75
"V11099",394.5
"V11100",398.5
"V11101",374.75
"V11102",378.75
"V11103",418.5
"V11104",426
"V11105",427.25
"V11106",423.5
"V11107",408.75
"V11108",400.75
"V11109",397.5
"V11110",403
"V11111",420.25
"V11112",418.5
"V11113",419
"V11114",508
"V11115",401.75
"V11116",416
"V11117",384.25
"V11118",425.25
"V11119",426.5
"V11120",419
"V11121",422
"V11122",421
"V11123",402.75
"V11124",412.75
"V11125",416.25
"V11126",413.5
"V11127",435
"V11128",435.25
"V11129",432.25
"V11130",423
"V11131",419.25
"V11132",419.25
"V11133",413
"V11134",412.5
"V11135",406.25
"V11136",403.25
"V11137",396.5
"V11138",397.5
"V11139",393.5
"V11140",400.25
"V11141",394
"V11142",393.25
"V11143",400.25
"V11144",407.5
"V11145",415.5
"V11146",408.25
"V11147",409
"V11148",411.25
"V11149",393
"V11150",445.25
"V11151",448.25
"V11152",411.5
"V11153",427
"V11154",443.5
"V11155",439
"V11156",431
"V11157",429.75
"V11158",418
"V11159",418
"V11160",411.75
"V11161",417.25
"V11162",428.5
"V11163",429
"V11164",404.75
"V11165",399.5
"V11166",399.5
"V11167",402.25
"V11168",411.75
"V11169",408
"V11170",401.75
"V11171",413.75
"V11172",419.25
"V11173",420.75
"V11174",423
"V11175",404.25
"V11176",408.75
"V11177",423.75
"V11178",421
"V11179",434.5
"V11180",392.5
"V11181",389
"V11182",399.25
"V11183",397.75
"V11184",420.5
"V11185",420.75
"V11186",419
"V11187",418.5
"V11188",436
"V11189",458
"V11190",457.5
"V11191",399.75
"V11192",384.25
"V11193",389.25
"V11194",391
"V11195",382.75
"V11196",379.75
"V11197",437
"V11198",423
"V11199",433
"V11200",412.75
"V11201",439.25
"V11202",413.25
"V11203",424
"V11204",411.5
"V11205",389.25
"V11206",384.5
"V11207",382
"V11208",384
"V11209",398.75
"V11210",434
"V11211",415
"V11212",418.5
"V11213",418.75
"V11214",423.25
"V11215",430.25
"V11216",428.25
"V11217",476.5
"V11218",475
"V11219",451.75
"V11220",415.25
"V11221",412.5
"V11222",405.25
"V11223",398
"V11224",408.25
"V11225",403.75
"V11226",436.25
"V11227",451.75
"V11228",457.5
"V11229",432
"V11230",387.25
"V11231",440.5
"V11232",410
"V11233",444.25
"V11234",407.75
"V11235",435
"V11236",397
"V11237",417.75
"V11238",466.75
"V11239",472.75
"V11240",470.5
"V11241",438
"V11242",393.25
"V11243",392.25
"V11244",464.5
"V11245",464
"V11246",414
"V11247",410.5
"V11248",412
"V11249",405.25
"V11250",446
"V11251",439.75
"V11252",429.75
"V11253",426
"V11254",404.25
"V11255",391
"V11256",426.5
"V11257",422.75
"V11258",445
"V11259",443.5
"V11260",446.5
"V11261",618.5
"V11262",603.75
"V11263",600.5
"V11264",434.75
"V11265",434.25
"V11266",417.75
"V11267",417.75
"V11268",477
"V11269",458.75
"V11270",431.75
"V11271",438.25
"V11272",399.75
"V11273",399.5
"V11274",412
"V11275",416.25
"V11276",384.75
"V11277",424.75
"V11278",416
"V11279",392
"V11280",415
"V11281",419.5
"V11282",429
"V11283",415.25
"V11284",433.25
"V11285",443
"V11286",391.75
"V11287",438.25
"V11288",411.25
"V11289",409.75
"V11290",457
"V11291",435.25
"V11292",449.75
"V11293",448.25
"V11294",424
"V11295",424
"V11296",420.5
"V11297",422.5
"V11298",421.75
"V11299",402.25
"V11300",401.75
"V11301",400.25
"V11302",416
"V11303",416.25
"V11304",397
"V11305",389.25
"V11306",440.75
"V11307",403.75
"V11308",439.75
"V11309",401
"V11310",394
"V11311",435
"V11312",397
"V11313",400.25
"V11314",426
"V11315",451.25
"V11316",452.75
"V11317",419.5
"V11318",435.25
"V11319",424.25
"V11320",448
"V11321",388.25
"V11322",409.75
"V11323",394.25
"V11324",417.5
"V11325",423.75
"V11326",414
"V11327",432
"V11328",424.25
"V11329",373.25
"V11330",430.25
"V11331",409.5
"V11332",412.75
"V11333",405
"V11334",405.5
"V11335",397.75
"V11336",464
"V11337",409.75
"V11338",427
"V11339",382
"V11340",410.75
"V11341",408.5
"V11342",411.75
"V11343",411.5
"V11344",408.25
"V11345",414
"V11346",408.75
"V11347",455.75
"V11348",454
"V11349",447.25
"V11350",447
"V11351",447
"V11352",447
"V11353",448.75
"V11354",447.5
"V11355",449.25
"V11356",446
"V11357",444
"V11358",443.25
"V11359",445.25
"V11360",423.75
"V11361",438.25
"V11362",437
"V11363",440
"V11364",440
"V11365",438.5
"V11366",434.75
"V11367",429.75
"V11368",426.25
"V11369",422
"V11370",420.5
"V11371",420
"V11372",419.5
"V11373",417
"V11374",413
"V11375",412.25
"V11376",403.25
"V11377",433.75
"V11378",458
"V11379",442
"V11380",439.5
"V11381",428
"V11382",435
"V11383",432.5
"V11384",443.25
"V11385",401.5
"V11386",440
"V11387",413.75
"V11388",424.75
"V11389",405.25
"V11390",465.75
"V11391",460
"V11392",381.5
"V11393",383
"V11394",395.25
"V11395",390.25
"V11396",403
"V11397",401.75
"V11398",402.75
"V11399",425
"V11400",433.25
"V11401",441.75
"V11402",408.5
"V11403",423.5
"V11404",429
"V11405",394.5
"V11406",442.75
"V11407",444.25
"V11408",416.25
"V11409",417
"V11410",414
"V11411",411.5
"V11412",425
"V11413",433.5
"V11414",425.75
"V11415",429.25
"V11416",435.75
"V11417",437
"V11418",418.5
"V11419",380.25
"V11420",401.75
"V11421",406.25
"V11422",409.25
"V11423",396.25
"V11424",397.25
"V11425",398
"V11426",396.75
"V11427",419.25
"V11428",423.75
"V11429",428.5
"V11430",430.25
"V11431",406.25
"V11432",397.75
"V11433",406.75
"V11434",404.25
"V11435",404.5
"V11436",426.5
"V11437",424.75
"V11438",406.75
"V11439",405
"V11440",409.25
"V11441",403.75
"V11442",404.5
"V11443",419.75
"V11444",421.25
"V11445",408.75
"V11446",394.5
"V11447",402
"V11448",410
"V11449",406.75
"V11450",406.25
"V11451",432.75
"V11452",431.5
"V11453",431
"V11454",433.75
"V11455",429.75
"V11456",430.25
"V11457",418.75
"V11458",419.25
"V11459",422.5
"V11460",422.5
"V11461",417.25
"V11462",423
"V11463",426.25
"V11464",413.5
"V11465",412
"V11466",414.5
"V11467",409.25
"V11468",406.5
"V11469",403.5
"V11470",408
"V11471",417.25
"V11472",417.75
"V11473",408.5
"V11474",404.5
"V11475",451.25
"V11476",402
"V11477",406.25
"V11478",407.75
"V11479",416.75
"V11480",431.5
"V11481",426
"V11482",435.25
"V11483",397.25
"V11484",394.25
"V11485",404
"V11486",408.75
"V11487",407.75
"V11488",402.5
"V11489",401.25
"V11490",400
"V11491",387.75
"V11492",388.75
"V11493",388
"V11494",388.75
"V11495",389.75
"V11496",399.25
"V11497",411.25
"V11498",381.5
"V11499",372.75
"V11500",368.25
"V11501",364.25
"V11502",379.75
"V11503",391.25
"V11504",391
"V11505",393.25
"V11506",399.5
"V11507",426
"V11508",450
"V11509",406.75
"V11510",435.75
"V11511",425.75
"V11512",399.75
"V11513",447
"V11514",449
"V11515",399
"V11516",431
"V11517",432.75
"V11518",427
"V11519",418.5
"V11520",404
"V11521",436.75
"V11522",427.5
"V11523",438.25
"V11524",396.25
"V11525",398.5
"V11526",399.25
"V11527",395.5
"V11528",421.25
"V11529",399
"V11530",410.75
"V11531",416
"V11532",418.75
"V11533",423.25
"V11534",440.5
"V11535",429.25
"V11536",391
"V11537",392
"V11538",422
"V11539",422.75
"V11540",426.5
"V11541",419.75
"V11542",419.75
"V11543",420.75
"V11544",434
"V11545",437
"V11546",417.75
"V11547",435.25
"V11548",436
"V11549",435.75
"V11550",436
"V11551",434.75
"V11552",435.25
"V11553",437.25
"V11554",436.25
"V11555",420.75
"V11556",426
"V11557",436.5
"V11558",442.5
"V11559",437
"V11560",418.25
"V11561",418.25
"V11562",413
"V11563",409.75
"V11564",426.75
"V11565",420.5
"V11566",422.25
"V11567",424.75
"V11568",406.5
"V11569",405
"V11570",401.5
"V11571",401
"V11572",391
"V11573",380.25
"V11574",387.5
"V11575",383
"V11576",402.5
"V11577",371.75
"V11578",371
"V11579",356.5
"V11580",349
"V11581",427.75
"V11582",421.5
"V11583",380.75
"V11584",395.75
"V11585",416.25
"V11586",391.75
"V11587",372
"V11588",381.25
"V11589",380.5
"V11590",385.5
"V11591",388.5
"V11592",376
"V11593",382.5
"V11594",393.25
"V11595",391.5
"V11596",391.75
"V11597",390.75
"V11598",434.25
"V11599",383.5
"V11600",438
"V11601",430.25
"V11602",437.25
"V11603",434.75
"V11604",401
"V11605",411.25
"V11606",419.25
"V11607",383.75
"V11608",383.5
"V11609",400.5
"V11610",409.25
"V11611",393.75
"V11612",411
"V11613",387.75
"V11614",395.25
"V11615",402.25
"V11616",414.25
"V11617",402.25
"V11618",406.5
"V11619",433
"V11620",399.25
"V11621",398.25
"V11622",427.5
"V11623",430.25
"V11624",415.25
"V11625",453.5
"V11626",452
"V11627",455.5
"V11628",456.75
"V11629",456.75
"V11630",453
"V11631",432
"V11632",420
"V11633",421
"V11634",430.5
"V11635",430.75
"V11636",402.5
"V11637",420
"V11638",420.75
"V11639",397.5
"V11640",361.25
"V11641",357.5
"V11642",360.5
"V11643",355.5
"V11644",429
"V11645",441.5
"V11646",461.25
"V11647",445.25
"V11648",451.5
"V11649",432.75
"V11650",409.5
"V11651",390
"V11652",384.25
"V11653",392.25
"V11654",396.25
"V11655",394.25
"V11656",368.5
"V11657",369.5
"V11658",367.25
"V11659",366.75
"V11660",429.25
"V11661",429.5
"V11662",423
"V11663",429
"V11664",410.75
"V11665",410.75
"V11666",408.75
"V11667",404.5
"V11668",401.25
"V11669",401
"V11670",400.75
"V11671",384.5
"V11672",384.25
"V11673",393.75
"V11674",395.5
"V11675",380
"V11676",381.5
"V11677",375.5
"V11678",393
"V11679",392.75
"V11680",409.25
"V11681",420.5
"V11682",425
"V11683",428
"V11684",395.5
"V11685",396.25
"V11686",409
"V11687",403.5
"V11688",408.75
"V11689",429
"V11690",428.5
"V11691",407.25
"V11692",404
"V11693",451.75
"V11694",395.25
"V11695",384.75
"V11696",421.5
"V11697",392.75
"V11698",426.75
"V11699",449.75
"V11700",451
"V11701",405.75
"V11702",397
"V11703",421
"V11704",390.5
"V11705",389.75
"V11706",382.75
"V11707",381
"V11708",409.75
"V11709",404.25
"V11710",406
"V11711",394.25
"V11712",391.25
"V11713",391
"V11714",398.25
"V11715",396
"V11716",395.25
"V11717",395
"V11718",395.5
"V11719",395
"V11720",394.75
"V11721",404.75
"V11722",420.5
"V11723",406.5
"V11724",419.5
"V11725",419.5
"V11726",417.5
"V11727",418
"V11728",434.75
"V11729",405
"V11730",407.5
"V11731",408
"V11732",405.5
"V11733",409.25
"V11734",413.5
"V11735",398.5
"V11736",411.5
"V11737",386.75
"V11738",376
"V11739",372
"V11740",366.5
"V11741",365.5
"V11742",388.5
"V11743",379.5
"V11744",370
"V11745",382
"V11746",382.75
"V11747",398.25
"V11748",384.25
"V11749",382
"V11750",385.5
"V11751",403
"V11752",372
"V11753",357.25
"V11754",366.5
"V11755",403.75
"V11756",406.75
"V11757",400.5
"V11758",434.75
"V11759",415
"V11760",398
"V11761",413.75
"V11762",416
"V11763",427.25
"V11764",424.5
"V11765",421.75
"V11766",419.5
"V11767",410
"V11768",407.75
"V11769",414.25
"V11770",420.5
"V11771",416.75
"V11772",429.25
"V11773",453.25
"V11774",453
"V11775",450
"V11776",430
"V11777",426.5
"V11778",426.75
"V11779",418.75
"V11780",418
"V11781",414
"V11782",414.5
"V11783",414
"V11784",415.25
"V11785",417
"V11786",440.75
"V11787",443.5
"V11788",409.5
"V11789",410.25
"V11790",411.5
"V11791",410.25
"V11792",440.5
"V11793",396
"V11794",396.25
"V11795",395.75
"V11796",395.75
"V11797",398
"V11798",398
"V11799",399.75
"V11800",445.75
"V11801",448
"V11802",447.5
"V11803",416
"V11804",411.5
"V11805",427.25
"V11806",447
"V11807",440
"V11808",440
"V11809",438
"V11810",391.5
"V11811",393.75
"V11812",395.75
"V11813",426.5
"V11814",382
"V11815",428.75
"V11816",410.25
"V11817",408
"V11818",394.25
"V11819",405.5
"V11820",405.25
"V11821",405.5
"V11822",405
"V11823",403.5
"V11824",411.75
"V11825",422.25
"V11826",421.5
"V11827",421.25
"V11828",421
"V11829",420
"V11830",419.25
"V11831",419.25
"V11832",419.25
"V11833",423
"V11834",432
"V11835",432.5
"V11836",434.25
"V11837",425.75
"V11838",422
"V11839",421.75
"V11840",420.5
"V11841",421.5
"V11842",422
"V11843",420
"V11844",417.75
"V11845",417.5
"V11846",415
"V11847",421.25
"V11848",418.5
"V11849",425
"V11850",401.5
"V11851",422.25
"V11852",418.25
"V11853",414
"V11854",394
"V11855",378.25
"V11856",408.25
"V11857",417.5
"V11858",412
"V11859",426.75
"V11860",501
"V11861",405.75
"V11862",409.75
"V11863",382.25
"V11864",393.25
"V11865",400.75
"V11866",421.25
"V11867",392.25
"V11868",379.75
"V11869",380.5
"V11870",376.25
"V11871",416.5
"V11872",390.5
"V11873",410.5
"V11874",445
"V11875",371
"V11876",410.75
"V11877",413.25
"V11878",422.5
"V11879",422.75
"V11880",395.25
"V11881",399.25
"V11882",446
"V11883",411
"V11884",430
"V11885",427
"V11886",417.75
"V11887",400
"V11888",364.75
"V11889",427.75
"V11890",428
"V11891",422
"V11892",424.25
"V11893",435
"V11894",435.5
"V11895",408.75
"V11896",452.5
"V11897",418.75
"V11898",416.25
"V11899",417
"V11900",417.75
"V11901",437
"V11902",415
"V11903",398.25
"V11904",416.5
"V11905",410.25
"V11906",406
"V11907",440.5
"V11908",392.25
"V11909",428.75
"V11910",433.75
"V11911",439.5
"V11912",437.5
"V11913",399.5
"V11914",401.5
"V11915",403
"V11916",399.25
"V11917",401
"V11918",376.5
"V11919",378.25
"V11920",379.25
"V11921",374.75
"V11922",369.75
"V11923",363.25
"V11924",356
"V11925",357.5
"V11926",354.75
"V11927",349.25
"V11928",349.75
"V11929",355.5
"V11930",355.5
"V11931",357
"V11932",355.5
"V11933",354
"V11934",354.5
"V11935",355.75
"V11936",381
"V11937",382.5
"V11938",380.25
"V11939",392.5
"V11940",405.75
"V11941",406
"V11942",403
"V11943",402.75
"V11944",402.75
"V11945",405.25
"V11946",407.75
"V11947",406.25
"V11948",411.75
"V11949",412.75
"V11950",412
"V11951",407.5
"V11952",406.75
"V11953",409
"V11954",410
"V11955",411.5
"V11956",411
"V11957",409.75
"V11958",414.5
"V11959",408.5
"V11960",392.5
"V11961",394.75
"V11962",395.5
"V11963",395.5
"V11964",393.5
"V11965",395.5
"V11966",395
"V11967",389.25
"V11968",384.5
"V11969",386.25
"V11970",386.25
"V11971",387.75
"V11972",388
"V11973",397
"V11974",406.5
"V11975",406.25
"V11976",392
"V11977",414
"V11978",392
"V11979",390
"V11980",393.75
"V11981",399.75
"V11982",401.25
"V11983",402.75
"V11984",416
"V11985",445.5
"V11986",425.75
"V11987",427.5
"V11988",385.25
"V11989",401.5
"V11990",383.25
"V11991",367.5
"V11992",401.75
"V11993",401.75
"V11994",401.25
"V11995",401
"V11996",400.75
"V11997",398.5
"V11998",399.5
"V11999",402.25
"V12000",401.25
"V12001",400.25
"V12002",401.5
"V12003",401.5
"V12004",401
"V12005",401
"V12006",400
"V12007",400.25
"V12008",402.25
"V12009",407
"V12010",407.25
"V12011",406.5
"V12012",406.5
"V12013",406
"V12014",406.25
"V12015",406.25
"V12016",405.75
"V12017",405.25
"V12018",406
"V12019",406
"V12020",406.25
"V12021",406.25
"V12022",405.5
"V12023",404
"V12024",404
"V12025",405.25
"V12026",405.5
"V12027",404.5
"V12028",404.5
"V12029",405.25
"V12030",405.5
"V12031",404.75
"V12032",405.5
"V12033",420.75
"V12034",421
"V12035",388.25
"V12036",387
"V12037",388
"V12038",386.25
"V12039",387.25
"V12040",385
"V12041",384
"V12042",382.25
"V12043",382
"V12044",378.75
"V12045",380.25
"V12046",398.75
"V12047",397
"V12048",395.25
"V12049",395.75
"V12050",394
"V12051",394.25
"V12052",396.5
"V12053",397.25
"V12054",397.5
"V12055",397.75
"V12056",397.75
"V12057",398.25
"V12058",397.75
"V12059",369.25
"V12060",372.25
"V12061",371.75
"V12062",374.25
"V12063",380.5
"V12064",380
"V12065",379.75
"V12066",380.5
"V12067",377.5
"V12068",373.75
"V12069",372.25
"V12070",384
"V12071",386
"V12072",384.75
"V12073",394.25
"V12074",392.25
"V12075",392.25
"V12076",391.75
"V12077",391.5
"V12078",390.5
"V12079",389.75
"V12080",389.5
"V12081",389.5
"V12082",396
"V12083",398.5
"V12084",399.25
"V12085",404.5
"V12086",401
"V12087",402.75
"V12088",402.75
"V12089",401.75
"V12090",400
"V12091",400
"V12092",399.5
"V12093",398.25
"V12094",396.5
"V12095",399.5
"V12096",411.25
"V12097",414.5
"V12098",418
"V12099",416
"V12100",416.5
"V12101",414.75
"V12102",414.5
"V12103",414.75
"V12104",414.25
"V12105",414.5
"V12106",416
"V12107",417
"V12108",416.5
"V12109",412.75
"V12110",413.25
"V12111",377
"V12112",378.5
"V12113",378.75
"V12114",374.25
"V12115",375
"V12116",383
"V12117",380.5
"V12118",380.5
"V12119",384.75
"V12120",372
"V12121",372.25
"V12122",384
"V12123",378
"V12124",363.25
"V12125",369.75
"V12126",369.25
"V12127",384.25
"V12128",386
"V12129",386.25
"V12130",363.5
"V12131",363.75
"V12132",420.5
"V12133",412.25
"V12134",405.25
"V12135",369.75
"V12136",379.5
"V12137",402.25
"V12138",397.5
"V12139",395.5
"V12140",404.5
"V12141",430.5
"V12142",398
"V12143",383
"V12144",412
"V12145",395
"V12146",405.5
"V12147",410
"V12148",420.25
"V12149",395.75
"V12150",463.75
"V12151",351.5
"V12152",384.25
"V12153",426.25
"V12154",368
"V12155",359.5
"V12156",387
"V12157",406.25
"V12158",408.25
"V12159",421.5
"V12160",421.75
"V12161",377
"V12162",373.5
"V12163",367.25
"V12164",374
"V12165",410.5
"V12166",423.25
"V12167",426.5
"V12168",430
"V12169",389.75
"V12170",390.5
"V12171",387.5
"V12172",393.5
"V12173",393
"V12174",416
"V12175",417.5
"V12176",417.5
"V12177",417.75
"V12178",394
"V12179",394.5
"V12180",389.25
"V12181",381.75
"V12182",382.75
"V12183",396.25
"V12184",416
"V12185",565.5
"V12186",556.25
"V12187",446.25
"V12188",426.25
"V12189",426.5
"V12190",423.5
"V12191",422.5
"V12192",426.5
"V12193",408.25
"V12194",423
"V12195",430.25
"V12196",432.75
"V12197",428.75
"V12198",430.75
"V12199",429
"V12200",424.25
"V12201",423.5
"V12202",421.25
"V12203",418
"V12204",413
"V12205",409.25
"V12206",412.25
"V12207",432.75
"V12208",431.75
"V12209",399.5
"V12210",407
"V12211",393.25
"V12212",394.25
"V12213",405.5
"V12214",394.5
"V12215",395.25
"V12216",402.25
"V12217",404.5
"V12218",388.5
"V12219",393.5
"V12220",389.5
"V12221",391.5
"V12222",374.25
"V12223",364
"V12224",360.5
"V12225",365.75
"V12226",369.25
"V12227",387.25
"V12228",395.5
"V12229",376.5
"V12230",375.25
"V12231",395.5
"V12232",389
"V12233",432
"V12234",426.75
"V12235",509.25
"V12236",407.75
"V12237",404
"V12238",412.5
"V12239",404.5
"V12240",418.5
"V12241",411.5
"V12242",409.25
"V12243",408.25
"V12244",410.25
"V12245",415.25
"V12246",415.25
"V12247",405.25
"V12248",427.5
"V12249",400.5
"V12250",421.75
"V12251",415.75
"V12252",414.5
"V12253",388
"V12254",418.5
"V12255",398.25
"V12256",399.25
"V12257",400
"V12258",411.5
"V12259",409.75
"V12260",413.5
"V12261",414.75
"V12262",412
"V12263",443.5
"V12264",437.75
"V12265",411
"V12266",393.25
"V12267",444.5
"V12268",458.25
"V12269",400.25
"V12270",443
"V12271",421.5
"V12272",412.25
"V12273",412.25
"V12274",438
"V12275",438.75
"V12276",435.25
"V12277",436.25
"V12278",435.75
"V12279",438
"V12280",432.75
"V12281",431
"V12282",429.5
"V12283",425.5
"V12284",426.25
"V12285",426.5
"V12286",410.75
"V12287",409.25
"V12288",409.25
"V12289",411.25
"V12290",410.75
"V12291",410.75
"V12292",411
"V12293",415.5
"V12294",415
"V12295",415.75
"V12296",414.25
"V12297",409.75
"V12298",409.5
"V12299",408.25
"V12300",410.25
"V12301",410.5
"V12302",429
"V12303",427.75
"V12304",425.5
"V12305",422.75
"V12306",416.75
"V12307",418.5
"V12308",415.5
"V12309",417
"V12310",450.25
"V12311",447.75
"V12312",447.5
"V12313",447.25
"V12314",449.25
"V12315",451.5
"V12316",455.75
"V12317",460.25
"V12318",473
"V12319",475
"V12320",474.5
"V12321",435
"V12322",435.5
"V12323",436
"V12324",431.75
"V12325",432.75
"V12326",432
"V12327",432.25
"V12328",432.75
"V12329",434.75
"V12330",438
"V12331",438
"V12332",443.5
"V12333",459
"V12334",459.75
"V12335",458
"V12336",455
"V12337",451
"V12338",443.75
"V12339",437.5
"V12340",419.5
"V12341",425.75
"V12342",429
"V12343",427.5
"V12344",427.5
"V12345",427
"V12346",429.75
"V12347",429.75
"V12348",430.25
"V12349",428.75
"V12350",419.75
"V12351",420
"V12352",420.25
"V12353",421.75
"V12354",425.25
"V12355",425.5
"V12356",417.25
"V12357",417
"V12358",417
"V12359",416.5
"V12360",419.25
"V12361",405.25
"V12362",427.25
"V12363",417
"V12364",414.75
"V12365",430
"V12366",424.25
"V12367",438
"V12368",424.25
"V12369",424
"V12370",405.5
"V12371",426.5
"V12372",426.25
"V12373",402.75
"V12374",434.25
"V12375",434.5
"V12376",433.25
"V12377",419.25
"V12378",424
"V12379",424
"V12380",444.75
"V12381",447.5
"V12382",416.5
"V12383",400.75
"V12384",401.25
"V12385",397.5
"V12386",397.25
"V12387",408
"V12388",408.25
"V12389",415.5
"V12390",393.5
"V12391",391.25
"V12392",420.5
"V12393",418
"V12394",413.5
"V12395",409.5
"V12396",458.25
"V12397",420
"V12398",415.5
"V12399",416.5
"V12400",427.5
"V12401",446.25
"V12402",445.25
"V12403",403.25
"V12404",405.5
"V12405",406
"V12406",418.25
"V12407",397
"V12408",433
"V12409",422.25
"V12410",401.75
"V12411",381.5
"V12412",408.75
"V12413",398.75
"V12414",406
"V12415",463.5
"V12416",424.75
"V12417",417.5
"V12418",432.25
"V12419",404.25
"V12420",404.25
"V12421",403.25
"V12422",404.25
"V12423",405.25
"V12424",426
"V12425",425.25
"V12426",413
"V12427",411.75
"V12428",413.25
"V12429",412.5
"V12430",416
"V12431",416
"V12432",418.25
"V12433",421.25
"V12434",400.75
"V12435",401.75
"V12436",411.5
"V12437",412.5
"V12438",412
"V12439",414.25
"V12440",427.5
"V12441",427.5
"V12442",429.75
"V12443",387.5
"V12444",388
"V12445",391.25
"V12446",394
"V12447",446.25
"V12448",459.5
"V12449",378
"V12450",396.5
"V12451",411
"V12452",422.75
"V12453",401.75
"V12454",413
"V12455",406
"V12456",435.5
"V12457",435.75
"V12458",400.5
"V12459",443.25
"V12460",396
"V12461",408.25
"V12462",466.75
"V12463",404.25
"V12464",434.75
"V12465",416.5
"V12466",395.75
"V12467",410
"V12468",412
"V12469",443.25
"V12470",382
"V12471",386
"V12472",434.5
"V12473",459
"V12474",461
"V12475",400.25
"V12476",413.25
"V12477",415
"V12478",388.5
"V12479",438.75
"V12480",438
"V12481",416
"V12482",393.25
"V12483",418.5
"V12484",408.75
"V12485",423.5
"V12486",410.25
"V12487",410.5
"V12488",428
"V12489",332
"V12490",399.25
"V12491",387
"V12492",406.5
"V12493",417
"V12494",385.75
"V12495",398.5
"V12496",384.75
"V12497",380.75
"V12498",384.25
"V12499",399.75
"V12500",413.25
"V12501",415
"V12502",394.75
"V12503",383.5
"V12504",394.75
"V12505",386.5
"V12506",422
"V12507",389.75
"V12508",396
"V12509",435
"V12510",435
"V12511",437.5
"V12512",395.5
"V12513",452.75
"V12514",435
"V12515",459.5
"V12516",456.5
"V12517",442
"V12518",435.25
"V12519",411
"V12520",433.5
"V12521",396.5
"V12522",400.25
"V12523",399
"V12524",368.5
"V12525",419.25
"V12526",421
"V12527",443
"V12528",419
"V12529",386.5
"V12530",443.75
"V12531",433
"V12532",408.5
"V12533",410.25
"V12534",422.75
"V12535",423.25
"V12536",422.5
"V12537",420.25
"V12538",427.75
"V12539",428.25
"V12540",428.25
"V12541",405.75
"V12542",411.25
"V12543",413.5
"V12544",412
"V12545",410
"V12546",421.5
"V12547",420.75
"V12548",422.25
"V12549",422
"V12550",428
"V12551",484.25
"V12552",484.5
"V12553",486
"V12554",510
"V12555",389.75
"V12556",392.25
"V12557",400.25
"V12558",403
"V12559",401.5
"V12560",394.5
"V12561",391.75
"V12562",409.25
"V12563",392.75
"V12564",392.5
"V12565",398.25
"V12566",406.5
"V12567",408.5
"V12568",406.5
"V12569",405.75
"V12570",386.75
"V12571",382.5
"V12572",382
"V12573",390
"V12574",392
"V12575",418.75
"V12576",425.5
"V12577",437.75
"V12578",433.75
"V12579",455.75
"V12580",419.5
"V12581",416.75
"V12582",415.5
"V12583",417.5
"V12584",387.75
"V12585",387.75
"V12586",389.25
"V12587",383.5
"V12588",429.25
"V12589",411.25
"V12590",408.25
"V12591",409.25
"V12592",408.75
"V12593",409
"V12594",435.25
"V12595",380
"V12596",386.75
"V12597",415
"V12598",416
"V12599",412
"V12600",408.75
"V12601",409
"V12602",401.75
"V12603",400.5
"V12604",388.5
"V12605",400.75
"V12606",406
"V12607",404.5
"V12608",459.75
"V12609",416
"V12610",413.75
"V12611",421.5
"V12612",425.75
"V12613",423.75
"V12614",397.25
"V12615",398.5
"V12616",403.5
"V12617",405.75
"V12618",414
"V12619",439.75
"V12620",431.25
"V12621",391.5
"V12622",417
"V12623",394
"V12624",419.75
"V12625",417.25
"V12626",417
"V12627",432.25
"V12628",454.75
"V12629",458.25
"V12630",458.75
"V12631",458
"V12632",416
"V12633",405.25
"V12634",434.25
"V12635",436.5
"V12636",437.25
"V12637",437.5
"V12638",437.75
"V12639",438.25
"V12640",432.25
"V12641",431.5
"V12642",435
"V12643",436.25
"V12644",418.5
"V12645",416.5
"V12646",411.25
"V12647",414
"V12648",416.5
"V12649",417.25
"V12650",431.25
"V12651",433.5
"V12652",433.75
"V12653",434.25
"V12654",433.5
"V12655",433
"V12656",433.75
"V12657",433
"V12658",433.75
"V12659",429.75
"V12660",431.5
"V12661",427.5
"V12662",423
"V12663",422.75
"V12664",421.5
"V12665",420.5
"V12666",417.75
"V12667",415.75
"V12668",415.25
"V12669",415
"V12670",417
"V12671",421.5
"V12672",417.25
"V12673",416.25
"V12674",415
"V12675",413.5
"V12676",412.75
"V12677",414.5
"V12678",413
"V12679",410.5
"V12680",421.5
"V12681",426.5
"V12682",425.25
"V12683",433.5
"V12684",401
"V12685",400.25
"V12686",401.25
"V12687",402.75
"V12688",402.75
"V12689",403.25
"V12690",401.75
"V12691",403
"V12692",404
"V12693",404.5
"V12694",423.5
"V12695",425
"V12696",425
"V12697",423.5
"V12698",419
"V12699",419.25
"V12700",419.5
"V12701",420.5
"V12702",418.5
"V12703",422.75
"V12704",423.75
"V12705",424.25
"V12706",420
"V12707",423.75
"V12708",423.25
